personId,title1,title2,title3,title4,title5
-8994220765455693336,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Ray Kurzweil: The world isn't getting worse - our information is getting better,Former Google career coach shares a visual trick for figuring out what to do with your life
-8985529623369322698,Cinco competências comportamentais para você ser um bom líder,Como resolver conflitos no ambiente corporativo us,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Former Google career coach shares a visual trick for figuring out what to do with your life
-8984152171875293281,Cinco competências comportamentais para você ser um bom líder,Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Custo do Erro - Cinco motivos para investir em automação de testes,Former Google career coach shares a visual trick for figuring out what to do with your life
-8965597312806628567,Front in BH 2016,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,Android Studio 2.2,Don't document your code. Code your documentation.,Former Google career coach shares a visual trick for figuring out what to do with your life
-8965390025652957482,WeChat's competitor to Slack has arrived,Drupal and ambitious digital experiences,"How I built an app with 500,000 users in 5 days on a $100 server",10 Modern Software Over-Engineering Mistakes,WeChat's world
-8961797610770561652,Porto Seguro compra carteira de seguros Auto da Chubb,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Itaú vende carteira de vida para Prudential | Sonho Seguro,Arquitetura de Microserviços habilitando APIs - Sensedia,Former Google career coach shares a visual trick for figuring out what to do with your life
-8909668725653743114,O dia em que tive mais medo de estar errada.,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",A minha viagem à Maternidade #tetodomundo,Promoting gender equality through emoji �� ��,Criadas para casar
-8891033171626175843,Como resolver conflitos no ambiente corporativo us,O que você deve fazer para se tornar um líder melhor?,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",A minha viagem à Maternidade #tetodomundo,Ray Kurzweil: The world isn't getting worse - our information is getting better
-8860671864164757449,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online",Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,10 Modern Software Over-Engineering Mistakes,Custo do Erro - Cinco motivos para investir em automação de testes,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs
-8859417914913317336,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,Why Programmers Want Private Offices,New MacBook Pro is not a Laptop for Developers Anymore,Don't document your code. Code your documentation.,When to make a Git Commit
-8854674432071487111,Cinco competências comportamentais para você ser um bom líder,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Ray Kurzweil: The world isn't getting worse - our information is getting better
-8853658195208337106,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online",Ray Kurzweil: The world isn't getting worse - our information is getting better,10 Modern Software Over-Engineering Mistakes,The Broken Window Theory,Don't document your code. Code your documentation.
-8845298781299428018,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",The brilliant mechanics of Pokémon Go,Ray Kurzweil: The world isn't getting worse - our information is getting better,UX ou UI?,Former Google career coach shares a visual trick for figuring out what to do with your life
-8830250090736356260,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,Don't document your code. Code your documentation.,Former Google career coach shares a visual trick for figuring out what to do with your life
-8823950498314351783,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online","Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Inteligência artificial da IBM criou 'trailer perfeito' para filme,Seniority,Don't document your code. Code your documentation.
-8821868115755885910,Spring DAO vs Spring ORM vs Spring JDBC,Iniciando com o Docker: Criando suas próprias imagens - Tableless,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,15 minutos sobre Docker
-8802075878443651241,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,Things you probably didn't know you could do with Chrome's Developer Console,Don't document your code. Code your documentation.,Former Google career coach shares a visual trick for figuring out what to do with your life
-8784674845716296727,Livro: Retrospectivas Divertidas,Sua comunidade de Teste.,The Broken Window Theory,Custo do Erro - Cinco motivos para investir em automação de testes,Former Google career coach shares a visual trick for figuring out what to do with your life
-8781635134606732409,Livro: Retrospectivas Divertidas,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,Custo do Erro - Cinco motivos para investir em automação de testes,Why Programmers Want Private Offices,Don't document your code. Code your documentation.
-8781306637602263252,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,Don't document your code. Code your documentation.,Former Google career coach shares a visual trick for figuring out what to do with your life
-8765011947844411605,A minha viagem à Maternidade #tetodomundo,Livro: Retrospectivas Divertidas,Ray Kurzweil: The world isn't getting worse - our information is getting better,The Broken Window Theory,Former Google career coach shares a visual trick for figuring out what to do with your life
-8763398617720485024,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online","Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,Former Google career coach shares a visual trick for figuring out what to do with your life
-8743976205985209861,Sua comunidade de Teste.,Como Usar o Git e o GitHub,BDD Best Practices and Guidelines - Testing Excellence,Custo do Erro - Cinco motivos para investir em automação de testes,15 minutos sobre Docker
-8738496712327699923,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online","Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",The brilliant mechanics of Pokémon Go,Livro: Retrospectivas Divertidas,Former Google career coach shares a visual trick for figuring out what to do with your life
-8719462623048086192,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Ray Kurzweil: The world isn't getting worse - our information is getting better,10 Modern Software Over-Engineering Mistakes
-8704807962619440953,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,Things you probably didn't know you could do with Chrome's Developer Console,Why Programmers Want Private Offices,Arquitetura de Microserviços habilitando APIs - Sensedia,Don't document your code. Code your documentation.
-8699750646678621887,Cinco competências comportamentais para você ser um bom líder,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Promoting gender equality through emoji �� ��
-8694104221113176052,Mobile marketing statistics 2016,"Welcome to GoogleBank, Facebook Bank, Amazon Bank, and Apple Bank - Enrique Dans",Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Ray Kurzweil: The world isn't getting worse - our information is getting better
-8686631410634491662,Mastering Bash and Terminal,Arquitetura de Microserviços habilitando APIs - Sensedia,Seniority,Former Google career coach shares a visual trick for figuring out what to do with your life,When to make a Git Commit
-8674958742744576254,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online","Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",10 Modern Software Over-Engineering Mistakes,Custo do Erro - Cinco motivos para investir em automação de testes,Former Google career coach shares a visual trick for figuring out what to do with your life
-8672331451814079632,How to augment your career with leadership coaching,O que você deve fazer para se tornar um líder melhor?,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor
-8670749047273764903,ITA está oferecendo 10 cursos gratuitos a distância - Engenharia é:,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",A minha viagem à Maternidade #tetodomundo,Custo do Erro - Cinco motivos para investir em automação de testes,Former Google career coach shares a visual trick for figuring out what to do with your life
-8652741825481604192,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online","Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",The Broken Window Theory,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,Former Google career coach shares a visual trick for figuring out what to do with your life
-8632760515877149847,Cinco competências comportamentais para você ser um bom líder,Como resolver conflitos no ambiente corporativo us,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,4 Reasons Managers Should Spend More Time on Coaching
-8625026691457884033,How to augment your career with leadership coaching,Como resolver conflitos no ambiente corporativo us,O que você deve fazer para se tornar um líder melhor?,Livro: Retrospectivas Divertidas,Former Google career coach shares a visual trick for figuring out what to do with your life
-8620763856232712186,Cinco competências comportamentais para você ser um bom líder,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Former Google career coach shares a visual trick for figuring out what to do with your life
-8607239111818252463,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,10 Modern Software Over-Engineering Mistakes,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,Former Google career coach shares a visual trick for figuring out what to do with your life
-8606737560479590536,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online",Livro: Retrospectivas Divertidas,10 Modern Software Over-Engineering Mistakes,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,When to make a Git Commit
-8606085472606356565,Cinco competências comportamentais para você ser um bom líder,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Ray Kurzweil: The world isn't getting worse - our information is getting better
-8594002152006287708,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,Discutindo Devops na Prática,Mastering Bash and Terminal,Former Google career coach shares a visual trick for figuring out what to do with your life,When to make a Git Commit
-8571236143575825977,Discutindo Devops na Prática,Mastering Bash and Terminal,Communication patterns in a Microservice world,Don't document your code. Code your documentation.,Former Google career coach shares a visual trick for figuring out what to do with your life
-8569200589303439259,Coder | Drupal.org,Drupal and ambitious digital experiences,14 Cool Drupal 8 modules for site builders | August 2016,Former Google career coach shares a visual trick for figuring out what to do with your life,When to make a Git Commit
-8567193579502361778,Aposta na inovação,A minha viagem à Maternidade #tetodomundo,Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Former Google career coach shares a visual trick for figuring out what to do with your life
-8564151860284884458,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online","Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Don't document your code. Code your documentation.,Former Google career coach shares a visual trick for figuring out what to do with your life
-8560472911230584244,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online","Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Promoting gender equality through emoji �� ��,Former Google career coach shares a visual trick for figuring out what to do with your life
-8550167523008133722,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online","Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Ray Kurzweil: The world isn't getting worse - our information is getting better,10 Modern Software Over-Engineering Mistakes
-8543191472586917959,Cinco competências comportamentais para você ser um bom líder,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Don't document your code. Code your documentation.
-8532959362941292070,Cinco competências comportamentais para você ser um bom líder,Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Ray Kurzweil: The world isn't getting worse - our information is getting better,Former Google career coach shares a visual trick for figuring out what to do with your life
-8531270379574423340,Why Google App Engine rocks: A Google engineer's take,Designing smart notifications,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,UX ou UI?,"GitLab launches Issue Boards, an open-source task management tool that resembles Trello"
-8527027076020639137,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Itaú vende carteira de vida para Prudential | Sonho Seguro,Arquitetura de Microserviços habilitando APIs - Sensedia,Java 8 Streams - A Deeper Approach About Performance Improvement,Former Google career coach shares a visual trick for figuring out what to do with your life
-8493970054335899532,Front in BH 2016,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,Custo do Erro - Cinco motivos para investir em automação de testes,Don't document your code. Code your documentation.,Former Google career coach shares a visual trick for figuring out what to do with your life
-8486803825457737124,Agile: Falta competência nos testes,ITA está oferecendo 10 cursos gratuitos a distância - Engenharia é:,Dicas avançadas de ruby (capybara/cucumber),Livro: Retrospectivas Divertidas,BDD Best Practices and Guidelines - Testing Excellence
-8483977803231124788,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",The Broken Window Theory,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,Usando o git add interativo,What's the Best Programming Language to Learn in 2017?
-8464996041856312914,Ray Kurzweil: The world isn't getting worse - our information is getting better,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,New MacBook Pro is not a Laptop for Developers Anymore,Seniority,Don't document your code. Code your documentation.
-8459536159620126358,How to augment your career with leadership coaching,Como resolver conflitos no ambiente corporativo us,Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Former Google career coach shares a visual trick for figuring out what to do with your life
-8446652614764495168,Cinco competências comportamentais para você ser um bom líder,"Welcome to GoogleBank, Facebook Bank, Amazon Bank, and Apple Bank - Enrique Dans",Livro: Retrospectivas Divertidas,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,Former Google career coach shares a visual trick for figuring out what to do with your life
-8446209748110806120,Cinco competências comportamentais para você ser um bom líder,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Ray Kurzweil: The world isn't getting worse - our information is getting better,Custo do Erro - Cinco motivos para investir em automação de testes,Don't document your code. Code your documentation.
-8436122021634018264,"Welcome to GoogleBank, Facebook Bank, Amazon Bank, and Apple Bank - Enrique Dans",Livro: Retrospectivas Divertidas,Ray Kurzweil: The world isn't getting worse - our information is getting better,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,Former Google career coach shares a visual trick for figuring out what to do with your life
-8432963309304640464,Embracing Agile,The Definitive Guide to Database Version Control,Monitoramento em tempo real com Elasticsearch e Kibana,UX ou UI?,Former Google career coach shares a visual trick for figuring out what to do with your life
-8430239657678001264,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,Custo do Erro - Cinco motivos para investir em automação de testes,Don't document your code. Code your documentation.
-8424644554119645763,Docker e .Net,Monitoramento em tempo real com Elasticsearch e Kibana,"GitLab launches Issue Boards, an open-source task management tool that resembles Trello",Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,Former Google career coach shares a visual trick for figuring out what to do with your life
-8420584158427265596,10 Modern Software Over-Engineering Mistakes,The Broken Window Theory,Mastering Bash and Terminal,Former Google career coach shares a visual trick for figuring out what to do with your life,When to make a Git Commit
-8417075466521236595,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Ray Kurzweil: The world isn't getting worse - our information is getting better,Custo do Erro - Cinco motivos para investir em automação de testes,Former Google career coach shares a visual trick for figuring out what to do with your life
-8411878656309735649,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,The Broken Window Theory,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,Former Google career coach shares a visual trick for figuring out what to do with your life
-8406450552010054661,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Promoting gender equality through emoji �� ��,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,O chefe é gay. E daí?,Former Google career coach shares a visual trick for figuring out what to do with your life
-8403810558207260021,Como são escrita as risadas em japonês? - Suki Desu,'We've realized a ten-year strategy goal in one year',Ray Kurzweil: The world isn't getting worse - our information is getting better,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,Seniority
-8402550747787819270,The brilliant mechanics of Pokémon Go,10 Modern Software Over-Engineering Mistakes,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,Why Programmers Want Private Offices,Former Google career coach shares a visual trick for figuring out what to do with your life
-8399605302938582500,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online","Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Custo do Erro - Cinco motivos para investir em automação de testes,Don't document your code. Code your documentation.,Former Google career coach shares a visual trick for figuring out what to do with your life
-8389868196569319547,Drupal and ambitious digital experiences,"Deep Learning for Chatbots, Part 1 - Introduction","Deep Learning for Chatbots, Part 2 - Implementing a Retrieval-Based Model in Tensorflow","Amazon still crushing cloud competition, says Gartner Magic Quadrant for IaaS - TechRepublic",WeChat's world
-8388706028506253757,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,Don't document your code. Code your documentation.
-8384598282283588647,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,Don't document your code. Code your documentation.,Former Google career coach shares a visual trick for figuring out what to do with your life
-8336698712796133957,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,The Broken Window Theory,Custo do Erro - Cinco motivos para investir em automação de testes,When to make a Git Commit
-8309025352777181908,Samsung lança dispositivo para deixar carro conectado a partir de chip 4G - Link - Estadão,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,Things you probably didn't know you could do with Chrome's Developer Console,Why Programmers Want Private Offices
-8306418824693202277,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,UX ou UI?,Custo do Erro - Cinco motivos para investir em automação de testes,Former Google career coach shares a visual trick for figuring out what to do with your life
-8297991392336681667,Cinco competências comportamentais para você ser um bom líder,O que você deve fazer para se tornar um líder melhor?,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor
-8295797114403986789,Como resolver conflitos no ambiente corporativo us,O que você deve fazer para se tornar um líder melhor?,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Former Google career coach shares a visual trick for figuring out what to do with your life
-8292030653061689145,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Ray Kurzweil: The world isn't getting worse - our information is getting better,Former Google career coach shares a visual trick for figuring out what to do with your life
-8275914447540023677,Scanning hyperspace: how to tune machine learning models,Bots won't replace apps. Better apps will replace apps.,Python Ecosystem for Machine Learning - Machine Learning Mastery,Docker Cleanup Scripts Comparison,6 reasons why I like KeystoneML
-8251340065348651782,A minha viagem à Maternidade #tetodomundo,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Sua comunidade de Teste.,Custo do Erro - Cinco motivos para investir em automação de testes,Former Google career coach shares a visual trick for figuring out what to do with your life
-8246472165248286476,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",A minha viagem à Maternidade #tetodomundo,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Custo do Erro - Cinco motivos para investir em automação de testes,Former Google career coach shares a visual trick for figuring out what to do with your life
-8243547748317128482,"Inovador, Nubank ganha prêmio no Vale do Silício | EXAME.com","Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",The brilliant mechanics of Pokémon Go,Livro: Retrospectivas Divertidas,Former Google career coach shares a visual trick for figuring out what to do with your life
-8243020848740766897,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online","Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",10 Modern Software Over-Engineering Mistakes,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,Seniority
-8241940599580729220,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,10 Modern Software Over-Engineering Mistakes,Custo do Erro - Cinco motivos para investir em automação de testes
